state,postcode,count,latitude,longitude
NSW,2426,474,-31.8202,152.6016
VIC,3563,474,-36.2699,144.5295
VIC,3237,472,-38.6635,143.4685
VIC,3614,472,-36.4922,145.318
SA,5560,471,-33.8779,138.0099
VIC,3292,469,-38.0436,141.0091
VIC,3659,469,-37.1028,145.099
NSW,2344,468,-31.1749,150.795
WA,6517,468,-29.6926,115.8932
QLD,4517,467,-26.9539,152.9596
VIC,3822,466,-38.1971,146.0054
WA,6316,466,-33.5542,117.4339
WA,6518,466,-29.8399,115.2069
QLD,4111,465,-27.544,153.0447
NSW,2807,462,-34.0331,148.5618
VIC,3711,462,-37.4277,145.7078
QLD,4411,462,-26.8863,150.9392
SA,5654,462,-32.9069,135.1282
NSW,2342,461,-31.2287,150.6762
SA,5321,461,-34.0531,139.7658
VIC,3475,459,-36.7702,143.5299
TAS,7182,457,-43.1482,147.8479
QLD,4407,456,-27.544,151.1791
WA,6396,456,-34.35,117.0293
SA,5156,455,-35.0216,138.6826
TAS,7267,455,-41.2575,147.1446
SA,5604,454,-34.1104,136.34
SA,5730,454,-30.9712,138.5537
TAS,7012,454,-42.8373,147.1877
QLD,4739,453,-21.8979,149.3922
SA,5462,452,-33.8451,138.4814
WA,6350,452,-33.3112,117.7507
QLD,4727,451,-23.5458,144.512
SA,5642,451,-33.5807,136.2017
NT,0838,450,-12.7201,131.0161
QLD,4859,450,-17.5974,145.9894
NSW,2563,449,-34.1033,150.7571
QLD,4728,449,-23.556,146.1164
NSW,2868,448,-32.7444,148.6337
WA,6558,448,-31.7997,116.3122
VIC,3792,447,-37.8896,145.3959
SA,5421,447,-33.149,138.9282
TAS,7178,447,-42.9568,147.8495
VIC,3423,446,-36.1353,141.9869
NSW,2733,445,-35.1067,144.0587
VIC,3567,445,-35.9011,144.2906
QLD,4662,445,-25.346,152.5863
QLD,4731,445,-24.4782,144.3078
QLD,4732,444,-22.5931,144.5348
WA,6639,440,-28.452,118.9514
NSW,2623,439,-35.5889,149.4486
VIC,3428,439,-37.634,144.8037
VIC,3595,438,-35.1872,143.348
NSW,2403,437,-29.6502,150.8053
QLD,4025,437,-27.2196,153.3926
QLD,4713,435,-24.1321,149.4573
NSW,2645,433,-35.3236,146.2766
SA,5452,432,-33.9678,138.6485
VIC,3618,431,-36.3704,145.136
NT,0841,430,-12.8076,130.9667
NSW,2878,430,-32.8855,144.2875
TAS,7263,429,-41.2426,147.7259
VIC,3928,426,-38.3994,144.9695
VIC,3512,425,-35.2515,141.1606
NSW,2397,424,-29.9076,149.744
SA,5483,424,-32.8183,138.1968
VIC,3719,423,-37.0574,145.6119
VIC,3325,422,-37.9413,143.2043
VIC,3286,420,-38.0329,142.0033
VIC,3314,419,-37.4869,142.0567
NSW,2867,417,-32.9142,148.7126
VIC,3715,416,-36.9829,145.7539
NSW,2399,414,-29.4761,150.155
VIC,3238,414,-38.7282,143.4143
TAS,7254,414,-41.1174,147.2001
WA,6367,413,-32.4814,118.276
VIC,3243,410,-38.4129,143.7631
QLD,4488,410,-28.0628,147.3947
WA,6214,408,-32.7421,115.8285
VIC,3889,407,-37.6247,148.9136
VIC,3635,406,-36.155,145.3852
QLD,4374,406,-28.4562,151.9398
SA,5269,406,-36.3588,140.9036
VIC,3221,405,-38.1675,144.2178
TAS,7213,405,-41.7406,147.7563
QLD,4694,404,-23.8078,151.112
TAS,7023,404,-42.9902,147.4048
SA,5141,403,-34.9568,138.7275
VIC,3388,402,-36.6284,142.6518
QLD,4404,402,-27.2467,151.4632
TAS,7291,399,-41.5366,147.0099
VIC,3235,397,-38.4142,143.8922
VIC,3732,395,-36.6242,146.3606
QLD,4377,395,-28.5741,151.9621
VIC,3045,394,-37.6792,144.8477
TAS,7177,394,-42.8806,147.8158
NSW,2626,392,-35.9319,149.1549
VIC,3725,392,-36.4109,145.9327
QLD,4402,392,-26.9758,151.8338
QLD,4757,392,-21.1342,148.5095
SA,5633,391,-33.561,135.7687
TAS,7259,391,-41.3514,147.341
TAS,7209,390,-42.0426,147.5058
NT,0829,388,-12.4585,130.9725
QLD,4363,388,-27.6801,151.7193
VIC,3586,387,-35.2979,143.554
SA,5332,387,-34.2921,140.3511
WA,6716,386,-21.6311,116.339
VIC,3697,385,-36.6894,147.1521
WA,6227,385,-33.3143,115.8176
VIC,3546,384,-35.0759,142.8918
VIC,3965,383,-38.6965,146.4619
WA,6072,383,-31.9052,116.1351
NT,0854,382,-16.0649,136.3043
NSW,2405,382,-28.9167,149.6097
QLD,4378,382,-28.6168,151.9488
VIC,3566,381,-35.9498,144.3698
WA,6409,381,-31.6292,117.4966
TAS,7162,381,-43.1647,147.2296
NSW,2633,379,-37.0205,148.9232
VIC,3494,379,-34.4863,142.3232
WA,6394,379,-33.7663,116.9278
WA,6521,378,-30.3841,115.4693
NSW,2797,377,-33.6863,149.0292
VIC,3597,377,-34.9744,143.2594
VIC,3385,376,-36.9228,142.6316
SA,5611,376,-32.7602,137.1415
VIC,3895,373,-37.3587,147.8455
QLD,4612,372,-26.1486,151.6926
SA,5261,371,-35.5413,139.7405
NSW,2874,370,-32.6045,147.5791
VIC,3236,370,-38.5171,143.7113
WA,6328,370,-34.6552,118.3862
VIC,3395,369,-35.9337,142.4194
WA,6567,368,-31.5053,116.3196
TAS,7055,368,-42.9926,147.2892
VIC,3559,367,-36.5507,144.7763
NSW,2345,365,-30.9121,150.849
WA,6507,364,-30.713,115.7009
OT,6799,364,-12.1396,96.8762
NSW,2822,361,-31.9399,148.6269
QLD,4712,361,-23.7204,149.6764
WA,6760,358,-21.1569,119.7279
NSW,2386,356,-30.0842,148.9725
NSW,2846,356,-33.13,150.0839
VIC,3637,356,-36.0157,145.3103
NT,0845,355,-13.0478,131.0316
NSW,2415,355,-32.311,151.9016
QLD,4468,355,-26.4385,147.0898
VIC,3735,354,-36.5147,146.6012
SA,5416,354,-33.8268,138.7999
WA,6322,353,-34.3732,117.5319
VIC,3407,352,-37.2668,141.8319
WA,6515,352,-29.905,116.0187
VIC,3334,351,-37.7535,144.0539
WA,6484,351,-30.9765,119.112
NSW,2805,350,-33.6364,148.4312
QLD,4699,350,-23.6538,150.6163
WA,6437,350,-27.9168,120.6902
NSW,2490,349,-28.271,153.4621
VIC,3670,349,-36.6108,145.8716
WA,6042,349,-31.2746,115.4428
NSW,2475,348,-28.4859,152.5193
SA,5671,347,-33.1143,134.5889
WA,6620,346,-29.4706,116.31
NSW,2727,345,-34.9673,148.2692
VIC,3835,343,-38.2948,146.172
SA,5237,343,-34.8221,139.1866
WA,6477,343,-30.8044,117.8759
WA,6640,342,-27.3726,117.9493
SA,5136,340,-34.9215,138.7323
NSW,2725,339,-34.4879,147.8744
NSW,2734,339,-35.2772,143.6676
WA,6359,339,-32.4527,118.9523
VIC,3594,338,-35.1699,143.3755
VIC,3865,338,-37.8014,147.4575
VIC,3649,336,-36.0696,145.6955
VIC,3727,336,-36.2563,145.9206
QLD,4474,336,-26.078,144.7221
WA,6326,335,-34.7725,117.7153
VIC,3886,334,-37.7433,148.4493
VIC,3902,334,-37.8155,147.8266
TAS,7276,334,-41.2857,146.9724
VIC,3544,333,-35.47,143.2487
VIC,3682,333,-36.173,146.4331
SA,5142,329,-34.9592,138.745
VIC,3744,328,-36.7751,146.9815
QLD,4482,328,-25.8456,139.6566
SA,5411,328,-34.268,138.7689
VIC,3522,327,-37.0454,144.783
QLD,4611,327,-26.188,151.7782
NT,0839,326,-12.5194,131.0415
TAS,7292,325,-41.4901,146.9082
WA,6229,324,-33.3526,115.7091
VIC,3887,321,-37.7229,148.1169
WA,6219,321,-33.0004,115.8863
TAS,7186,319,-43.01,147.6943
NSW,2876,318,-33.1235,147.8269
VIC,3374,317,-37.1528,142.8504
VIC,3293,315,-37.6789,142.5454
SA,5137,314,-34.9395,138.7389
SA,5308,314,-34.7754,139.9281
WA,6336,312,-33.966,118.5364
VIC,3540,311,-35.8469,143.5191
SA,5410,310,-34.3393,138.7398
WA,6161,310,-32.0039,115.5178
SA,5309,309,-34.9168,140.1453
SA,5415,308,-33.9155,138.7295
WA,6309,308,-32.6608,117.1207
VIC,3302,307,-37.8487,141.7904
NT,0862,306,-17.6645,133.6933
VIC,3624,306,-36.3969,144.9721
QLD,4425,304,-26.6322,149.7657
WA,6445,304,-32.9521,121.6485
SA,5111,303,-34.7345,138.6377
VIC,3665,302,-36.8171,145.394
SA,5331,302,-34.223,140.3447
QLD,4353,300,-27.208,151.8726
TAS,7024,300,-42.9558,147.5301
SA,5601,299,-32.9525,137.6949
SA,5240,298,-34.9203,138.8253
TAS,7027,298,-42.5296,147.3649
QLD,4412,295,-26.8546,150.8083
SA,5350,295,-34.587,138.8343
SA,5346,293,-34.2415,140.4093
NSW,2721,292,-34.0131,147.7601
VIC,3573,292,-36.2288,144.1869
WA,6341,292,-33.5511,118.1544
WA,6569,292,-31.0832,116.4437
QLD,4424,291,-26.6386,149.9542
WA,6448,290,-33.6373,121.8194
WA,6568,290,-31.273,116.5037
SA,5490,289,-33.1755,138.4666
SA,5236,288,-34.8483,139.0643
WA,6490,288,-31.1785,118.1224
QLD,4706,287,-22.6345,149.6561
SA,5733,287,-29.4874,138.1223
WA,6033,287,-31.5987,115.7179
WA,6251,286,-33.7072,115.8804
VIC,3712,285,-37.2678,145.8105
WA,6488,285,-31.1255,117.7924
SA,5472,284,-33.3672,138.4005
WA,6256,284,-34.0149,116.1457
NSW,2803,282,-34.1432,148.4697
SA,5521,282,-33.5346,138.2191
VIC,3509,281,-35.1723,141.7986
SA,5134,279,-34.8957,138.7535
VIC,3412,277,-36.719,141.4761
VIC,3991,276,-38.4792,145.4692
VIC,3726,275,-36.3339,145.9707
VIC,3954,274,-38.5535,145.9467
NSW,2817,273,-31.418,148.8715
VIC,3319,273,-36.9469,141.0813
NT,0853,272,-14.504,132.3958
NSW,2808,270,-33.9555,148.9401
QLD,4496,270,-28.5004,149.4129
VIC,3485,269,-35.6888,142.6802
VIC,3633,269,-36.3007,145.4477
NT,0847,268,-13.8222,131.8342
NSW,2588,268,-34.522,148.1444
SA,5661,266,-32.4026,134.5631
NSW,2736,264,-35.0072,143.3405
VIC,3387,263,-36.7807,142.858
NSW,2356,262,-30.6,148.9788
VIC,3276,259,-38.1539,142.4487
QLD,4697,259,-23.7653,150.8041
TAS,7261,259,-41.164,147.7402
VIC,3063,255,-37.5727,144.8506
VIC,3709,254,-35.9828,147.7041
WA,6472,254,-30.4128,117.8467
WA,6343,250,-33.5392,118.6008
WA,6528,250,-28.9646,114.8164
NT,0846,249,-13.2242,131.1162
VIC,3958,249,-38.6581,146.0358
VIC,3287,247,-38.0781,142.3112
SA,5650,247,-33.2316,135.7103
SA,5263,246,-37.2923,140.8455
SA,5470,246,-33.563,138.4523
VIC,3469,244,-37.1689,143.2666
QLD,4736,244,-24.8536,143.0812
QLD,4376,243,-28.5506,151.9416
NSW,2465,242,-29.4211,153.2443
VIC,3310,242,-37.7206,141.5587
NSW,2735,241,-35.1636,143.4412
VIC,3420,240,-36.3231,141.0537
NT,0837,239,-12.6773,131.1126
TAS,7163,238,-43.2233,147.2479
NSW,2379,237,-31.0949,149.8437
NSW,2401,237,-29.5925,150.3338
VIC,3322,236,-38.034,143.6376
QLD,4426,236,-26.5647,149.6371
NSW,2838,234,-29.1463,147.444
WA,6468,233,-30.3159,117.1327
WA,6606,232,-30.5843,116.7718
VIC,3303,231,-37.9561,141.7397
SA,5632,231,-34.0908,135.6443
SA,5950,231,-34.9438,138.5247
SA,5144,230,-34.9682,138.7671
VIC,3695,229,-36.2924,147.1039
VIC,3864,228,-37.8331,147.3249
QLD,4423,226,-27.3085,149.5902
SA,5414,226,-33.9951,138.8127
WA,6447,226,-33.4142,121.7137
QLD,4676,225,-24.5561,151.7182
WA,6352,225,-33.1907,118.0882
VIC,3330,224,-37.9142,143.7175
VIC,3979,222,-38.4688,145.6223
VIC,3468,221,-37.1974,143.3994
WA,6635,221,-28.3282,116.6951
SA,5420,220,-33.2171,138.8388
VIC,3957,219,-38.5924,146.0793
QLD,4828,219,-19.9047,138.1454
NSW,2726,217,-34.8133,148.3272
VIC,3622,216,-36.2308,144.8574
QLD,4481,216,-25.4189,142.5511
SA,5303,216,-35.2969,140.6871
VIC,3857,215,-38.0129,146.6848
VIC,3921,215,-38.3654,145.3256
SA,5732,214,-30.5433,138.6358
VIC,3746,213,-36.3125,146.5225
QLD,4462,213,-26.5428,148.1968
VIC,3946,212,-38.4288,145.7431
SA,5140,212,-34.9516,138.6938
WA,6421,212,-31.3093,118.5235
VIC,3588,211,-35.2922,143.4577
SA,5132,211,-34.8436,138.7744
VIC,3275,208,-38.2884,142.4707
VIC,3583,208,-35.4978,143.6742
NSW,2585,207,-34.5936,148.5548
VIC,3571,206,-36.3788,144.1958
SA,5418,206,-33.5242,138.9362
TAS,7265,206,-41.0923,147.829
VIC,3329,205,-37.9952,143.927
TAS,7180,205,-43.0476,147.8651
WA,6462,202,-31.1698,117.1495
WA,6564,202,-31.7194,116.5175
VIC,3873,201,-38.3058,146.699
QLD,4364,201,-27.7439,151.4399
VIC,3778,199,-37.5371,145.6694
NSW,2809,198,-34.0085,148.3989
VIC,3254,198,-38.293,143.5244
SA,5232,198,-34.8533,138.8312
SA,5510,198,-33.9305,138.1542
NSW,2826,195,-31.8896,147.6493
NSW,2898,194,-31.5279,159.0683
VIC,3482,194,-36.1511,142.8404
VIC,3891,194,-37.4623,149.6068
NSW,2408,193,-28.9743,150.4289
VIC,3832,193,-37.9204,145.9689
NSW,2624,192,-36.4022,148.4067
SA,5138,192,-34.9373,138.7694
WA,6181,192,-32.4797,115.7955
QLD,4733,191,-22.091,143.2471
VIC,3589,189,-35.2602,143.4601
VIC,3430,188,-37.4852,144.7837
QLD,4494,188,-28.2968,149.6411
WA,6327,188,-34.8886,117.6582
SA,5151,185,-34.9789,138.7299
QLD,4498,182,-28.4162,149.8687
SA,5655,182,-32.6752,134.9032
WA,6446,180,-33.2234,121.7249
NSW,2410,178,-28.9075,150.7692
QLD,4375,177,-28.5234,151.94
WA,6221,176,-33.122,115.8793
WA,6489,176,-31.1164,117.9206
SA,5139,174,-34.9313,138.7993
VIC,3520,171,-36.3555,143.7071
VIC,3705,171,-36.1679,147.7847
VIC,3760,171,-37.6232,145.2858
SA,5133,171,-34.8109,138.7864
WA,6612,171,-30.0138,116.7576
SA,5572,169,-34.2499,137.7646
VIC,3920,168,-38.369,145.2058
QLD,4467,168,-26.4287,147.5214
VIC,3317,167,-37.1591,141.598
VIC,3562,167,-36.016,144.5313
WA,6397,167,-34.5108,117.0215
VIC,3278,165,-38.2789,142.6126
SA,5734,165,-27.4916,135.439
WA,6126,164,-32.4433,115.972
VIC,3274,163,-37.9508,142.5248
VIC,3391,162,-36.0734,142.4217
VIC,3733,162,-36.7601,146.4141
WA,6608,162,-30.3944,116.6695
VIC,3531,161,-35.6352,142.9786
WA,6372,161,-32.6027,117.643
QLD,4704,160,-23.1343,150.4096
VIC,3755,158,-37.5566,145.1161
VIC,3789,158,-37.8799,145.3627
WA,6358,158,-32.4667,118.6872
VIC,3507,157,-35.1308,142.0284
SA,5701,157,-31.0796,135.3682
VIC,3491,156,-35.3844,142.1955
WA,6313,155,-33.068,117.2223
WA,6424,155,-31.344,118.8894
WA,6386,154,-31.9417,117.8504
VIC,3271,152,-37.9351,143.023
WA,6513,152,-30.2729,116.1016
VIC,3375,151,-37.3767,143.1654
VIC,3590,151,-35.2327,143.4756
SA,5310,150,-34.7383,140.2988
TAS,7175,149,-42.8115,147.8486
TAS,7187,149,-43.0695,147.8141
SA,5493,147,-33.03,138.7477
TAS,7211,147,-41.7917,147.4033
WA,6411,146,-31.6076,117.8759
VIC,3413,145,-36.7372,141.2127
QLD,4372,144,-28.2967,152.2438
SA,5653,144,-32.9421,135.2752
SA,5273,143,-36.9527,140.1952
WA,6032,142,-31.6454,115.7467
VIC,3572,140,-36.3113,144.3687
SA,5471,139,-33.4703,138.4507
VIC,3739,138,-36.6469,146.8556
WA,6504,137,-31.3048,116.0725
TAS,7466,137,-42.0734,145.5985
NSW,2555,135,-33.8807,150.7549
VIC,3542,135,-35.6712,143.3883
VIC,3964,135,-38.6829,146.2775
QLD,4489,135,-27.25,145.9956
NSW,2387,134,-29.7822,148.9493
VIC,3279,134,-38.2919,142.5924
VIC,3530,134,-35.721,143.1166
VIC,3267,132,-38.4641,143.0833
QLD,4491,132,-28.1742,145.0323
WA,6356,132,-33.1096,119.7365
SA,5724,131,-27.3024,133.6329
WA,6252,131,-33.7464,115.9476
QLD,4493,130,-28.9695,144.4168
WA,6427,130,-30.8163,119.5229
NSW,2661,127,-35.1538,147.3008
SA,5306,127,-35.1343,139.7172
VIC,3487,126,-35.5949,142.5884
WA,6393,125,-33.5428,116.7702
WA,6361,124,-32.9528,117.8212
WA,6403,124,-31.6384,116.7984
WA,6575,124,-30.4704,116.3677
VIC,3663,123,-36.9241,145.1664
SA,5220,123,-35.7879,137.261
WA,6373,123,-32.5029,117.7404
NSW,2398,122,-29.7367,149.8271
SA,5630,122,-34.4151,135.6894
TAS,7185,122,-43.0564,147.7653
WA,6431,121,-29.8247,121.4745
QLD,4461,119,-26.6026,148.3905
WA,6420,119,-31.791,118.5528
VIC,3607,117,-36.839,145.1673
VIC,3581,116,-35.6005,143.8187
VIC,3738,115,-36.5973,146.7812
SA,5651,115,-33.1241,135.5965
WA,6363,115,-32.8869,118.0194
WA,6505,115,-31.1634,116.1029
VIC,3529,114,-35.8514,143.1789
WA,6758,114,-21.8906,120.1205
WA,6425,113,-31.3658,119.1242
TAS,7174,111,-42.8217,147.8009
VIC,3433,110,-37.4004,144.7731
WA,6223,110,-33.1839,115.8494
VIC,3323,107,-38.0032,143.5071
VIC,3967,107,-38.6467,146.5104
WA,6243,107,-33.6947,116.2382
QLD,4418,105,-26.2741,150.0712
VIC,3432,104,-37.4346,144.7697
SA,5719,104,-30.8944,135.4627
WA,6509,104,-30.9617,116.2299
WA,6512,104,-30.4402,116.0466
VIC,3488,103,-35.4226,142.4453
WA,6465,102,-30.8631,117.1361
SA,5455,101,-33.6899,138.6411
TAS,7176,101,-42.7777,147.802
VIC,3617,99,-36.4128,145.171
WA,6422,99,-31.3717,118.5673
WA,6613,96,-29.98,116.5643
VIC,3599,94,-34.7208,143.1385
WA,6228,94,-33.3304,115.7547
WA,6616,93,-29.7528,116.454
WA,6240,92,-33.5352,115.9679
VIC,3591,91,-35.2055,143.3919
WA,6571,91,-30.9254,116.4138
SA,5660,89,-32.601,134.6518
WA,6419,88,-32.0337,118.1077
WA,6428,88,-32.1374,118.0379
VIC,3718,87,-37.1637,145.5309
VIC,3489,86,-35.3339,142.4334
WA,6473,84,-30.4352,118.1093
WA,6476,84,-30.778,117.6794
VIC,3273,83,-37.9934,142.678
VIC,3309,83,-37.8046,141.5294
SA,5713,83,-32.0369,137.7009
WA,6385,79,-31.9757,117.7452
VIC,3762,77,-37.3541,144.9528
VIC,3378,76,-37.5145,143.0051
WA,6466,76,-30.7449,117.121
VIC,3596,75,-35.1135,143.3125
VIC,3990,75,-38.4522,145.527
WA,6351,74,-33.2137,117.9374
WA,6705,74,-25.0338,115.3022
WA,6368,73,-32.1796,118.4526
WA,6413,73,-31.5299,118.0771
WA,6572,73,-30.8341,116.3861
WA,6357,69,-32.6811,118.7064
NSW,2411,66,-29.1299,150.2974
WA,6414,66,-31.5198,118.1737
WA,6506,66,-31.032,116.0461
WA,6631,64,-28.5254,115.8073
QLD,4513,63,-27.0959,152.8856
VIC,3565,62,-36.1956,144.5376
QLD,4384,62,-28.7303,151.1748
VIC,3708,59,-36.0513,147.9188
SA,5150,56,-34.973,138.6722
WA,6487,56,-31.1898,117.6632
WA,6574,54,-30.6303,116.4135
WA,6632,53,-28.6212,115.2757
VIC,3506,52,-35.2252,141.3684
WA,6470,52,-30.4472,117.2999
SA,5715,51,-32.4842,137.552
WA,6625,49,-29.1764,115.8356
TAS,7119,48,-42.4067,147.3945
TAS,7183,47,-43.1471,147.769
VIC,3785,46,-37.8858,145.3263
WA,6628,46,-28.7657,115.7469
WA,6467,45,-30.5455,117.1603
VIC,3576,44,-36.1267,143.9258
WA,6627,42,-28.8918,115.8905
VIC,3647,39,-36.3881,145.6989
WA,6067,39,-31.82,115.9093
WA,6412,39,-31.4276,117.9315
WA,6605,39,-30.7055,116.8103
WA,6384,38,-31.9542,117.6534
VIC,3893,36,-37.5156,147.8358
WA,6614,35,-29.8596,116.5348
WA,6079,33,-31.7788,115.9092
NSW,2649,31,-35.6888,148.1692
WA,6434,31,-30.7523,121.9492
SA,5717,30,-32.16,135.8152
TAS,7257,30,-40.3713,148.043
VIC,3415,29,-36.3687,141.3583
VIC,3852,29,-38.1043,147.1261
TAS,7139,28,-42.7666,146.0462
WA,6480,27,-31.3059,118.2177
WA,6068,26,-31.8146,115.9383
WA,6463,23,-31.1393,117.295
VIC,3704,21,-36.1514,147.4856
NSW,2678,18,-35.0594,147.3542
QLD,4479,18,-26.7046,145.5387
NSW,2331,16,-32.6454,151.1676
NSW,2308,11,-32.8951,151.7061
WA,6452,3,-33.4707,123.2824
WA,6182,2,-32.4516,115.8284
